type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,nameOrig,nameDest,bankOrig,bankDest
PAYMENT,33574.86,0.0,0.0,0.0,0.0,C1351809073,M860863850,,
PAYMENT,3741.45,30661.0,26919.55,0.0,0.0,C2029573488,M1750959280,,
TRANSFER,5806609.27,0.0,0.0,8282114.63,14088723.9,C1714493853,C1698701388,,
PAYMENT,1837.36,1068.0,0.0,0.0,0.0,C1894116674,M1574699161,,
PAYMENT,8406.97,11016.0,2609.03,0.0,0.0,C1385685304,M891617242,,
PAYMENT,67990.19,10990.0,0.0,0.0,0.0,C1017940768,M881717948,,
PAYMENT,3771.34,55629.0,51857.66,0.0,0.0,C1183598950,M664106976,,
PAYMENT,644.95,0.0,0.0,0.0,0.0,C643134226,M1439506233,,
PAYMENT,4679.53,0.0,0.0,0.0,0.0,C1185272618,M1711844939,,
PAYMENT,388.19,0.0,0.0,0.0,0.0,C1635845379,M319340378,,
PAYMENT,17070.96,0.0,0.0,0.0,0.0,C1522108025,M1446852244,,
PAYMENT,9386.21,4977.0,0.0,0.0,0.0,C341944690,M443572846,,
PAYMENT,10.16,144841.0,144830.84,0.0,0.0,C2040358021,M523299080,,
TRANSFER,590635.87,0.0,0.0,4833790.36,5594417.17,C1152061614,C1791364895,,
PAYMENT,27195.91,0.0,0.0,0.0,0.0,C418461373,M258511195,,
PAYMENT,3475.04,0.0,0.0,0.0,0.0,C1637757991,M1051868469,,
PAYMENT,8266.35,0.0,0.0,0.0,0.0,C1868849655,M73550765,,
PAYMENT,15834.43,20821.0,4986.57,0.0,0.0,C1512671039,M1673662598,,
PAYMENT,971.29,0.0,0.0,0.0,0.0,C21229738,M1119479556,,
PAYMENT,1168.59,0.0,0.0,0.0,0.0,C1602034162,M368485998,,
PAYMENT,9467.86,0.0,0.0,0.0,0.0,C1396476078,M1184456987,,
PAYMENT,5482.64,0.0,0.0,0.0,0.0,C1747714923,M1325183912,,
PAYMENT,5569.92,464988.5,459418.58,0.0,0.0,C1912656361,M122182580,,
PAYMENT,561.11,251586.22,251025.11,0.0,0.0,C1230267429,M918695419,,
PAYMENT,5066.81,343989.83,338923.02,0.0,0.0,C247867317,M1760390300,,
PAYMENT,538.23,105554.0,105015.77,0.0,0.0,C713475511,M772890021,,
PAYMENT,6111.08,0.0,0.0,0.0,0.0,C966214732,M627846922,,
PAYMENT,5031.33,496411.0,491379.67,0.0,0.0,C112634598,M855291393,,
PAYMENT,696.96,381207.11,380510.14,0.0,0.0,C359908836,M462706708,,
PAYMENT,19652.3,88172.0,68519.7,0.0,0.0,C1429103677,M1327602029,,
PAYMENT,3556.66,0.0,0.0,0.0,0.0,C975635428,M1613509043,,
PAYMENT,20395.92,318825.15,298429.22,0.0,0.0,C1827786984,M13985196,,
TRANSFER,172686.16,0.0,0.0,610285.88,1176509.8,C1743492272,C1936639597,,
PAYMENT,8949.12,103.0,0.0,0.0,0.0,C624094129,M161081076,,
PAYMENT,1320.98,991.0,0.0,0.0,0.0,C1065946542,M401929943,,
PAYMENT,17032.68,41798.0,24765.32,0.0,0.0,C1805295837,M1440606778,,
TRANSFER,372095.38,0.0,0.0,1027935.24,1400030.62,C1950419931,C1874158646,,
TRANSFER,961381.12,169523.0,0.0,0.0,961381.12,C1715864486,C653147284,,
PAYMENT,6366.62,96630.0,90263.38,0.0,0.0,C839204630,M1894335830,,
PAYMENT,35899.05,109409.0,73509.95,0.0,0.0,C1300481659,M1357373463,,
PAYMENT,3625.17,9069.7,5444.53,0.0,0.0,C447796651,M1967412804,,
PAYMENT,687.42,0.0,0.0,0.0,0.0,C1531542008,M427718939,,
PAYMENT,31857.49,113414.89,81557.4,0.0,0.0,C1726410224,M163931995,,
PAYMENT,6179.37,30731.0,24551.63,0.0,0.0,C1653054427,M272767674,,
PAYMENT,9570.64,0.0,0.0,0.0,0.0,C1077072192,M2048290795,,
TRANSFER,1839049.14,0.0,0.0,7740393.81,9579442.95,C238580135,C953219182,,
PAYMENT,1967.99,0.0,0.0,0.0,0.0,C1496656841,M1842107675,,
TRANSFER,1409385.34,250.0,0.0,256534.35,1482942.43,C1107585501,C2103606426,,
PAYMENT,8086.27,57.0,0.0,0.0,0.0,C516398539,M33339430,,
PAYMENT,11443.77,0.0,0.0,0.0,0.0,C844685358,M227670230,,
PAYMENT,8712.5,0.0,0.0,0.0,0.0,C827240008,M890382552,,
PAYMENT,9550.23,160097.05,150546.82,0.0,0.0,C573478075,M1453239577,,
PAYMENT,5969.33,4626.0,0.0,0.0,0.0,C819135413,M1001432722,,
PAYMENT,21684.18,12864.0,0.0,0.0,0.0,C2028059007,M1679386860,,
PAYMENT,3111.07,0.0,0.0,0.0,0.0,C1526113328,M1296060263,,
PAYMENT,5774.51,0.0,0.0,0.0,0.0,C1429653928,M1308218804,,
PAYMENT,17308.63,0.0,0.0,0.0,0.0,C1127749311,M968959152,,
PAYMENT,27165.3,84556.0,57390.7,0.0,0.0,C1242643371,M1775463312,,
PAYMENT,2079.33,369.0,0.0,0.0,0.0,C1768831105,M1711017894,,
TRANSFER,2021635.56,12091.0,0.0,0.0,2021635.56,C1031799777,C998927938,,
PAYMENT,7293.19,0.0,0.0,0.0,0.0,C1435452565,M202532543,,
PAYMENT,3924.16,911449.41,907525.25,0.0,0.0,C133904707,M781611952,,
TRANSFER,1351655.63,0.0,0.0,5162478.62,6514134.25,C711158516,C265108079,,
TRANSFER,392889.68,317.0,0.0,0.0,392889.68,C469203842,C618761976,,
TRANSFER,403474.73,0.0,0.0,12395529.63,12799004.35,C250722042,C1220911229,,
PAYMENT,3036.9,11356.0,8319.1,0.0,0.0,C1108279800,M336090630,,
PAYMENT,3089.0,1489.0,0.0,0.0,0.0,C290573225,M1723511187,,
PAYMENT,8406.53,0.0,0.0,0.0,0.0,C400272241,M1541586986,,
PAYMENT,8829.76,0.0,0.0,0.0,0.0,C538593274,M414938241,,
PAYMENT,17889.37,280.0,0.0,0.0,0.0,C894505007,M1407763237,,
PAYMENT,3135.16,0.0,0.0,0.0,0.0,C2075637037,M454120949,,
PAYMENT,2483.43,99035.19,96551.76,0.0,0.0,C2121334180,M2095184391,,
PAYMENT,39065.48,0.0,0.0,0.0,0.0,C1104568111,M655356283,,
PAYMENT,3407.06,55365.0,51957.94,0.0,0.0,C1870120036,M255534535,,
PAYMENT,33647.08,0.0,0.0,0.0,0.0,C1964759542,M1700379110,,
PAYMENT,7063.99,142474.0,135410.01,0.0,0.0,C329819399,M612246476,,
PAYMENT,1049.54,0.0,0.0,0.0,0.0,C1167167866,M1563518396,,
PAYMENT,12766.65,64420.66,51654.01,0.0,0.0,C230672990,M894374181,,
TRANSFER,351107.21,136173.88,0.0,7448075.03,7799182.24,C1138088974,C400640881,,
PAYMENT,10402.71,0.0,0.0,0.0,0.0,C1764707460,M554627836,,
PAYMENT,8676.0,2540.0,0.0,0.0,0.0,C2046116911,M211480785,,
TRANSFER,38223.11,38223.11,0.0,0.0,0.0,C519675576,C1580883487,,
PAYMENT,12852.43,0.0,0.0,0.0,0.0,C203677789,M1038502267,,
PAYMENT,22631.8,35974.0,13342.2,0.0,0.0,C437989379,M1424892603,,
TRANSFER,836831.17,20862.0,0.0,167495.95,1004327.13,C182699976,C1208761225,,
TRANSFER,5127651.24,136093.0,0.0,1488654.06,6616305.3,C1102759666,C738871284,,
PAYMENT,1875.16,66687.85,64812.69,0.0,0.0,C1419924001,M1784764644,,
PAYMENT,8375.94,22635.79,14259.86,0.0,0.0,C293669966,M1617530846,,
PAYMENT,802.09,0.0,0.0,0.0,0.0,C1652750901,M1289404987,,
PAYMENT,2796.15,0.0,0.0,0.0,0.0,C898425287,M159322859,,
TRANSFER,724734.21,151965.0,0.0,230300.17,955034.39,C1578572105,C494924176,,
PAYMENT,1413.84,67611.0,66197.16,0.0,0.0,C1205237410,M1625797359,,
TRANSFER,95253.14,0.0,0.0,670832.84,766085.99,C733339843,C797240027,,
PAYMENT,10946.5,53713.31,42766.81,0.0,0.0,C792130230,M1920681746,,
PAYMENT,16720.78,59843.31,43122.52,0.0,0.0,C2048029453,M725885116,,
TRANSFER,643768.9,0.0,0.0,1384254.31,2028023.21,C1811234176,C692065433,,
TRANSFER,748474.69,3472.0,0.0,2460678.73,3209153.42,C933307901,C406730404,,
PAYMENT,25152.21,237816.35,212664.14,0.0,0.0,C226057600,M1968701671,,
TRANSFER,437994.06,1149.0,0.0,0.0,437994.06,C1527598698,C426157793,,
PAYMENT,56592.86,27979.0,0.0,0.0,0.0,C340276472,M181727773,,
PAYMENT,16051.37,5538.0,0.0,0.0,0.0,C785141729,M1488185063,,
PAYMENT,1736.79,100114.0,98377.21,0.0,0.0,C2021850910,M1283050233,,
PAYMENT,14022.88,0.0,0.0,0.0,0.0,C1869786184,M804388712,,
PAYMENT,22299.04,14930.0,0.0,0.0,0.0,C2146827940,M1890586835,,
PAYMENT,851.66,29105.52,28253.86,0.0,0.0,C556981281,M835719227,,
PAYMENT,7121.5,31409.0,24287.5,0.0,0.0,C185421439,M950943633,,
PAYMENT,15923.48,0.0,0.0,0.0,0.0,C1487846478,M799164816,,
PAYMENT,14501.44,59640.0,45138.56,0.0,0.0,C693796283,M1474577837,,
DEBIT,3772.45,21464.0,17691.55,1696355.61,1700128.05,C1027446893,C1799091302,,
PAYMENT,32155.32,0.0,0.0,0.0,0.0,C1206776710,M1657185236,,
PAYMENT,19186.51,0.0,0.0,0.0,0.0,C1282028281,M199722773,,
PAYMENT,3145.45,85549.0,82403.55,0.0,0.0,C1362340369,M1042120474,,
PAYMENT,24068.89,11006.0,0.0,0.0,0.0,C628430186,M1626900288,,
PAYMENT,4376.56,20455.49,16078.93,0.0,0.0,C613878418,M165992989,,
PAYMENT,26316.17,88348.1,62031.93,0.0,0.0,C1402308473,M1250958665,,
PAYMENT,2707.74,264053.09,261345.35,0.0,0.0,C1049041990,M2095166953,,
PAYMENT,16979.05,0.0,0.0,0.0,0.0,C1132601232,M1682423589,,
TRANSFER,363679.75,0.0,0.0,798387.49,1162067.24,C8676721,C1914617637,,
PAYMENT,25492.8,62674.0,37181.2,0.0,0.0,C37430525,M37379799,,
DEBIT,85457.52,30834.0,0.0,939571.44,1025028.95,C2062859147,C1443939551,,
TRANSFER,120175.31,0.0,0.0,158745.35,278920.66,C894599150,C1104852750,,
PAYMENT,206.97,0.0,0.0,0.0,0.0,C1674970176,M923975439,,
PAYMENT,33274.27,0.0,0.0,0.0,0.0,C1266898412,M882179147,,
PAYMENT,3602.61,771.0,0.0,0.0,0.0,C745783058,M1886925186,,
PAYMENT,419.42,67443.04,67023.63,0.0,0.0,C2111581383,M1009248231,,
PAYMENT,5058.21,2240.0,0.0,0.0,0.0,C2014882235,M423040087,,
TRANSFER,670977.57,0.0,0.0,742208.09,1413185.66,C712602588,C65893444,,
PAYMENT,29696.87,0.0,0.0,0.0,0.0,C1490155100,M1846790650,,
PAYMENT,6597.44,74698.0,68100.56,0.0,0.0,C601613281,M67342875,,
TRANSFER,830702.17,10241.0,0.0,0.0,830702.17,C574601947,C980857707,,
PAYMENT,9609.5,10230.0,620.5,0.0,0.0,C1924861460,M148614490,,
TRANSFER,1212469.92,0.0,0.0,2188083.82,3400553.74,C1824380526,C1481087100,,
PAYMENT,3683.23,20079.0,16395.77,0.0,0.0,C836586210,M1866244006,,
PAYMENT,13726.83,49629.0,35902.17,0.0,0.0,C884289003,M1297830695,,
PAYMENT,5378.88,64064.53,58685.65,0.0,0.0,C802313575,M914601361,,
PAYMENT,10150.77,0.0,0.0,0.0,0.0,C1733595091,M359196445,,
TRANSFER,95922.25,0.0,0.0,236634.46,332556.7,C179359414,C145106464,,
TRANSFER,396235.8,0.0,0.0,404608.67,800844.47,C1819626415,C1789860632,,
PAYMENT,1746.64,3111.0,1364.36,0.0,0.0,C915905035,M1142234133,,
PAYMENT,7258.1,15004.0,7745.9,0.0,0.0,C535567787,M1020384763,,
PAYMENT,24609.22,95225.0,70615.78,0.0,0.0,C1823743104,M1699315929,,
PAYMENT,12970.19,299086.06,286115.87,0.0,0.0,C1190632907,M1660780079,,
TRANSFER,252193.18,0.0,0.0,553524.65,805717.82,C721764972,C650794918,,
PAYMENT,7695.98,0.0,0.0,0.0,0.0,C1787899590,M272060361,,
PAYMENT,14008.75,201.0,0.0,0.0,0.0,C668035716,M541304092,,
PAYMENT,16192.07,472307.98,456115.91,0.0,0.0,C1397764054,M293571434,,
PAYMENT,12525.99,0.0,0.0,0.0,0.0,C1118326777,M618936727,,
PAYMENT,7479.59,60287.0,52807.41,0.0,0.0,C731381289,M266236706,,
PAYMENT,1071.56,0.0,0.0,0.0,0.0,C1278651853,M904440041,,
TRANSFER,316074.94,0.0,0.0,1562649.92,1878724.87,C1616634314,C1613252151,,
PAYMENT,50277.94,40454.0,0.0,0.0,0.0,C235317915,M1350676041,,
PAYMENT,5666.91,14510.0,8843.09,0.0,0.0,C694592363,M680204578,,
TRANSFER,671986.12,9922.0,0.0,970323.61,1642309.72,C924518895,C1701107975,,
PAYMENT,12604.28,40789.0,28184.72,0.0,0.0,C384104877,M2109300275,,
PAYMENT,8714.27,4869.0,0.0,0.0,0.0,C921539713,M413972049,,
PAYMENT,18339.84,0.0,0.0,0.0,0.0,C1950022171,M125619766,,
TRANSFER,245547.86,0.0,0.0,406945.47,598596.28,C903425665,C1673312647,,
PAYMENT,49984.73,369811.96,319827.23,0.0,0.0,C1326652582,M308212308,,
PAYMENT,18154.14,31472.0,13317.86,0.0,0.0,C971684728,M1973198438,,
PAYMENT,15296.6,1157.0,0.0,0.0,0.0,C1271649300,M1660835930,,
PAYMENT,11679.16,768116.0,756436.83,0.0,0.0,C155144318,M1576233379,,
PAYMENT,25189.51,134504.0,109314.49,0.0,0.0,C1860417045,M1768458482,,
PAYMENT,6021.05,444.0,0.0,0.0,0.0,C43525225,M447570503,,
PAYMENT,7796.53,55283.0,47486.47,0.0,0.0,C1330240864,M1282931416,,
PAYMENT,11113.2,31015.8,19902.6,0.0,0.0,C899337592,M189636129,,
PAYMENT,14052.03,70030.0,55977.97,0.0,0.0,C653404144,M195202141,,
PAYMENT,10068.47,0.0,0.0,0.0,0.0,C558730858,M955772007,,
PAYMENT,23389.35,69789.0,46399.65,0.0,0.0,C1672971252,M1853658944,,
PAYMENT,2413.56,283040.75,280627.19,0.0,0.0,C1587328551,M1582807240,,
TRANSFER,458390.23,1785.0,0.0,0.0,458390.23,C1928949845,C536242591,,
TRANSFER,546026.82,0.0,0.0,1575780.78,2121807.59,C1719955129,C672302234,,
PAYMENT,22404.66,0.0,0.0,0.0,0.0,C334247520,M23231017,,
PAYMENT,508.07,28915.0,28406.93,0.0,0.0,C2140285247,M247974489,,
PAYMENT,8424.32,0.0,0.0,0.0,0.0,C404797671,M973252951,,
PAYMENT,2139.18,0.0,0.0,0.0,0.0,C1592686252,M2091131843,,
TRANSFER,1320364.83,0.0,0.0,2238706.94,3559071.77,C2088774069,C574924566,,
PAYMENT,39040.34,61936.0,22895.66,0.0,0.0,C2088626921,M144339290,,
PAYMENT,711.24,0.0,0.0,0.0,0.0,C1534947042,M2016619140,,
PAYMENT,7664.0,0.0,0.0,0.0,0.0,C764123249,M1302293897,,
PAYMENT,1054.98,0.0,0.0,0.0,0.0,C379059058,M457679491,,
TRANSFER,419201.19,0.0,0.0,1207505.37,1626706.56,C811740453,C651317468,,
TRANSFER,549018.4,0.0,0.0,591135.18,1140153.58,C1789991833,C1775960070,,
PAYMENT,34298.21,0.0,0.0,0.0,0.0,C1051740939,M832201856,,
PAYMENT,12384.47,428093.08,415708.62,0.0,0.0,C2067635722,M1432020421,,
TRANSFER,489239.34,0.0,0.0,1399355.58,1888594.91,C1150815172,C528767536,,
PAYMENT,5597.71,323519.94,317922.23,0.0,0.0,C1855675974,M296487919,,
PAYMENT,16944.64,12305.0,0.0,0.0,0.0,C1889804193,M227377470,,
PAYMENT,7343.1,5090.0,0.0,0.0,0.0,C1237743627,M442701584,,
DEBIT,1067.36,0.0,0.0,8249747.18,8250814.54,C1120416452,C444920847,,
PAYMENT,737.31,522448.5,521711.19,0.0,0.0,C305225845,M1977001550,,
PAYMENT,2092.2,18055.12,15962.91,0.0,0.0,C438431511,M2032903595,,
PAYMENT,31780.5,9013.0,0.0,0.0,0.0,C1356465728,M282801818,,
PAYMENT,13932.5,156502.0,142569.5,0.0,0.0,C2075990891,M431177743,,
TRANSFER,1868507.5,0.0,0.0,9382498.47,11251005.97,C2044304842,C1549348963,,
PAYMENT,1300.16,0.0,0.0,0.0,0.0,C1313821301,M1526541737,,
PAYMENT,8537.55,243117.6,234580.06,0.0,0.0,C1423873231,M2132011458,,
PAYMENT,6440.67,50210.0,43769.33,0.0,0.0,C1181769736,M1978229950,,
TRANSFER,1133647.97,161409.0,0.0,20828.23,1154476.2,C774731180,C896455791,,
PAYMENT,5353.67,2794.0,0.0,0.0,0.0,C152517044,M1301080099,,
PAYMENT,11020.59,0.0,0.0,0.0,0.0,C452146129,M1227452325,,
PAYMENT,23692.07,0.0,0.0,0.0,0.0,C1555281774,M792396653,,
TRANSFER,322671.26,0.0,0.0,5693812.52,6016483.78,C616242901,C191548732,,
TRANSFER,46828.38,0.0,0.0,1778084.16,1824912.54,C460945215,C2112525127,,
PAYMENT,13673.22,0.0,0.0,0.0,0.0,C1277125550,M1934934612,,
TRANSFER,661558.54,2085.0,0.0,18563.03,680121.57,C468569980,C1293727139,,
PAYMENT,13191.91,10868.0,0.0,0.0,0.0,C374401847,M1500708640,,
PAYMENT,21445.85,0.0,0.0,0.0,0.0,C486347166,M1760522521,,
PAYMENT,16658.91,0.0,0.0,0.0,0.0,C1671757644,M187464931,,
PAYMENT,1902.29,178809.0,176906.71,0.0,0.0,C449798898,M146591849,,
PAYMENT,19460.65,0.0,0.0,0.0,0.0,C1603592134,M725372144,,
PAYMENT,5879.42,9921.0,4041.58,0.0,0.0,C574826887,M764665981,,
PAYMENT,26696.62,42935.0,16238.38,0.0,0.0,C74019772,M1844372987,,
PAYMENT,1034.69,0.0,0.0,0.0,0.0,C1666525329,M1510743339,,
TRANSFER,340856.43,27215.06,0.0,6048480.92,6389337.36,C1601797191,C1505156608,,
PAYMENT,6212.83,21433.0,15220.17,0.0,0.0,C1004601975,M695845433,,
PAYMENT,4847.39,0.0,0.0,0.0,0.0,C1182124856,M2022024770,,
PAYMENT,15030.45,221167.92,206137.47,0.0,0.0,C272001389,M1486792822,,
TRANSFER,935448.69,50187.0,0.0,204185.42,1139634.11,C1145643370,C1451222625,,
TRANSFER,283408.98,120852.0,0.0,1168773.11,1452182.1,C1194754250,C677707199,,
PAYMENT,5560.48,21442.9,15882.42,0.0,0.0,C2015749883,M833886022,,
DEBIT,725.9,0.0,0.0,1338980.44,1339706.34,C1251330283,C1050750202,,
PAYMENT,31500.67,0.0,0.0,0.0,0.0,C1996952293,M434691960,,
PAYMENT,8279.3,266995.0,258715.7,0.0,0.0,C1481605840,M582965724,,
PAYMENT,5411.49,0.0,0.0,0.0,0.0,C63035639,M496763344,,
TRANSFER,1944238.58,96669.0,0.0,0.0,1944238.58,C443628985,C970502599,,
PAYMENT,2729.69,22770.0,20040.31,0.0,0.0,C985552400,M163895036,,
PAYMENT,11390.21,0.0,0.0,0.0,0.0,C1827245412,M1253158314,,
PAYMENT,3419.03,33829.0,30409.97,0.0,0.0,C1768483287,M713008806,,
PAYMENT,7260.94,0.0,0.0,0.0,0.0,C496274688,M532296213,,
TRANSFER,866478.42,878.0,0.0,114243.88,980722.3,C1282344092,C456863949,,
PAYMENT,10887.18,0.0,0.0,0.0,0.0,C1657690609,M856338289,,
PAYMENT,16842.09,459062.75,442220.66,0.0,0.0,C2038901270,M686995919,,
PAYMENT,3876.64,180712.65,176836.01,0.0,0.0,C1904197278,M185653900,,
PAYMENT,13436.79,0.0,0.0,0.0,0.0,C346614875,M1040668666,,
PAYMENT,8310.71,1090807.16,1082496.46,0.0,0.0,C2021343396,M151307771,,
PAYMENT,20569.89,35134.0,14564.11,0.0,0.0,C642864817,M1733433471,,
PAYMENT,5712.16,3974.0,0.0,0.0,0.0,C1167938055,M1903267936,,
PAYMENT,5725.39,0.0,0.0,0.0,0.0,C1667028941,M871548577,,
PAYMENT,5887.77,202394.0,196506.23,0.0,0.0,C747946548,M890134943,,
PAYMENT,1541.95,0.0,0.0,0.0,0.0,C175939973,M1011533160,,
PAYMENT,6519.23,21290.0,14770.77,0.0,0.0,C1599354184,M2039588891,,
PAYMENT,4113.48,71001.0,66887.52,0.0,0.0,C1668753107,M475346705,,
TRANSFER,86653.54,96392.0,9738.46,951627.73,1038281.27,C601849082,C2125862890,,
PAYMENT,14125.75,3515.0,0.0,0.0,0.0,C1664662440,M1253861745,,
TRANSFER,1043378.98,175242.14,0.0,12122826.41,13166205.39,C1553010557,C1197106965,,
TRANSFER,483762.37,7324.66,0.0,889097.65,1372860.02,C504033753,C552050576,,
PAYMENT,6360.0,0.0,0.0,0.0,0.0,C1632805660,M2065646267,,
PAYMENT,5364.41,40479.0,35114.59,0.0,0.0,C1463732464,M2100791188,,
PAYMENT,22411.81,0.0,0.0,0.0,0.0,C1286420275,M1002142137,,
PAYMENT,20092.02,86039.43,65947.41,0.0,0.0,C912311216,M1962016938,,
PAYMENT,31478.43,21114.0,0.0,0.0,0.0,C1432379398,M2011963343,,
PAYMENT,2211.14,33461.33,31250.19,0.0,0.0,C7359534,M1175666021,,
PAYMENT,3392.89,457001.03,453608.14,0.0,0.0,C169937242,M1450179108,,
PAYMENT,13232.55,0.0,0.0,0.0,0.0,C1402670041,M781193933,,
PAYMENT,17593.96,50416.0,32822.04,0.0,0.0,C1905320636,M844260784,,
PAYMENT,19945.44,0.0,0.0,0.0,0.0,C1372763711,M74867929,,
PAYMENT,10716.19,0.0,0.0,0.0,0.0,C1978831702,M263175177,,
TRANSFER,726509.49,0.0,0.0,9438119.16,10164628.65,C807221466,C1499878751,,
PAYMENT,48314.92,26473.0,0.0,0.0,0.0,C705937523,M274867004,,
PAYMENT,5241.09,0.0,0.0,0.0,0.0,C1126547131,M1839699831,,
PAYMENT,34322.98,2705.0,0.0,0.0,0.0,C2080378380,M868307,,
PAYMENT,11762.34,45373.0,33610.66,0.0,0.0,C159578314,M31973645,,
PAYMENT,4920.73,14233.0,9312.27,0.0,0.0,C493604459,M1815567880,,
PAYMENT,11493.29,295584.65,284091.36,0.0,0.0,C1929596292,M1734566011,,
PAYMENT,2569.13,0.0,0.0,0.0,0.0,C1231906063,M912378327,,
PAYMENT,14933.84,0.0,0.0,0.0,0.0,C391733248,M1447363432,,
PAYMENT,5238.96,780.06,0.0,0.0,0.0,C817255675,M988494314,,
PAYMENT,10134.04,246516.81,236382.77,0.0,0.0,C173980320,M86548010,,
PAYMENT,7923.26,494066.57,486143.3,0.0,0.0,C725080073,M2105675374,,
PAYMENT,14394.16,30076.0,15681.84,0.0,0.0,C1694496081,M636027431,,
TRANSFER,177084.41,0.0,0.0,2205915.33,2382999.75,C1541945685,C641450283,,
PAYMENT,4271.93,8028.0,3756.07,0.0,0.0,C445776250,M528500040,,
TRANSFER,1560869.75,153895.0,0.0,3724.34,1564594.08,C1865514136,C1448224643,,
PAYMENT,8412.81,0.0,0.0,0.0,0.0,C640077312,M282929997,,
PAYMENT,247.2,0.0,0.0,0.0,0.0,C942059124,M236042635,,
PAYMENT,3092.18,19033.26,15941.08,0.0,0.0,C1950599790,M744562518,,
PAYMENT,17715.61,10672.0,0.0,0.0,0.0,C2082516345,M1007826598,,
PAYMENT,24342.99,11380.7,0.0,0.0,0.0,C1083852970,M357967460,,
TRANSFER,834938.99,0.0,0.0,963243.8,1798182.79,C1704163469,C587318210,,
PAYMENT,11086.34,201274.44,190188.1,0.0,0.0,C2105328965,M1605459018,,
TRANSFER,606303.33,0.0,0.0,911102.44,1517405.77,C356668821,C591091573,,
PAYMENT,1912.36,23711.0,21798.64,0.0,0.0,C119591262,M1578973828,,
TRANSFER,436199.42,33366.0,0.0,68754.47,504953.89,C1744775092,C305933979,,
PAYMENT,3283.88,443.0,0.0,0.0,0.0,C1443421090,M1824634648,,
PAYMENT,9725.03,321.23,0.0,0.0,0.0,C1431216381,M961332074,,
PAYMENT,25962.9,109485.57,83522.67,0.0,0.0,C922481148,M987100694,,
PAYMENT,57081.75,0.0,0.0,0.0,0.0,C2049108249,M276383313,,
PAYMENT,29346.7,90799.14,61452.44,0.0,0.0,C363268935,M1194426836,,
PAYMENT,20382.45,21363.0,980.55,0.0,0.0,C1464464232,M1139780228,,
PAYMENT,18062.51,0.0,0.0,0.0,0.0,C1185130655,M1096626921,,
TRANSFER,2296865.85,709.0,0.0,170332.02,2467197.87,C1977236165,C1336947550,,
PAYMENT,29403.16,203860.55,174457.39,0.0,0.0,C2069768939,M1679963705,,
PAYMENT,10005.94,0.0,0.0,0.0,0.0,C2111524033,M951782512,,
PAYMENT,18941.27,0.0,0.0,0.0,0.0,C451522309,M1572842052,,
PAYMENT,42835.45,196710.18,153874.72,0.0,0.0,C2075901702,M597551987,,
PAYMENT,13271.66,300758.75,287487.1,0.0,0.0,C397206534,M1999706016,,
PAYMENT,1133.95,21908.3,20774.35,0.0,0.0,C1802313349,M1040276840,,
PAYMENT,12346.79,0.0,0.0,0.0,0.0,C650226490,M720322012,,
PAYMENT,28299.34,0.0,0.0,0.0,0.0,C520870258,M689595792,,
PAYMENT,18051.68,0.0,0.0,0.0,0.0,C186642717,M604670736,,
PAYMENT,6827.82,39715.0,32887.18,0.0,0.0,C628216011,M392571382,,
PAYMENT,9153.57,168567.4,159413.83,0.0,0.0,C45108891,M687801002,,
PAYMENT,21078.51,7035.0,0.0,0.0,0.0,C1489113405,M467213538,,
PAYMENT,27142.31,9561.0,0.0,0.0,0.0,C388923022,M396241766,,
PAYMENT,3090.2,31981.0,28890.8,0.0,0.0,C613295215,M81465993,,
PAYMENT,6689.88,0.0,0.0,0.0,0.0,C738353161,M945889035,,
TRANSFER,296537.55,0.0,0.0,529593.83,826131.38,C1878775014,C150871295,,
PAYMENT,5313.13,103822.0,98508.87,0.0,0.0,C1809330162,M1566315440,,
PAYMENT,23127.4,0.0,0.0,0.0,0.0,C435006913,M700042892,,
PAYMENT,17512.69,545380.59,527867.9,0.0,0.0,C1860805004,M253826230,,
PAYMENT,12711.39,0.0,0.0,0.0,0.0,C581578198,M2103096568,,
TRANSFER,275420.29,0.0,0.0,675542.91,950963.2,C1674528023,C1079020176,,
PAYMENT,29076.03,0.0,0.0,0.0,0.0,C1632677826,M402218766,,
PAYMENT,13439.59,21302.0,7862.41,0.0,0.0,C1019228044,M1409831340,,
PAYMENT,5355.79,234067.47,228711.68,0.0,0.0,C175163049,M2052287952,,
PAYMENT,4721.42,142901.0,138179.58,0.0,0.0,C609333553,M1256891749,,
PAYMENT,8984.51,0.0,0.0,0.0,0.0,C1356519533,M1976111514,,
TRANSFER,130482.32,0.0,0.0,690265.53,820747.85,C224480791,C1702808995,,
TRANSFER,4081943.37,10187.0,0.0,255927.17,4337870.54,C1013036262,C890234962,,
PAYMENT,6821.75,10262.0,3440.25,0.0,0.0,C1770877405,M189913562,,
PAYMENT,18049.66,0.0,0.0,0.0,0.0,C1874053145,M426145920,,
PAYMENT,11177.31,10954.0,0.0,0.0,0.0,C649260538,M435835279,,
PAYMENT,875.6,5237.56,4361.95,0.0,0.0,C1857031361,M689960752,,
PAYMENT,9675.3,0.0,0.0,0.0,0.0,C401003660,M231114654,,
PAYMENT,6758.83,0.0,0.0,0.0,0.0,C1059134599,M236714408,,
PAYMENT,27818.92,0.0,0.0,0.0,0.0,C406755690,M1343581434,,
PAYMENT,31976.2,11196.0,0.0,0.0,0.0,C1848186449,M870491797,,
